Nombre ;Apellido;Fecha de nacimiento;tipo Documento;Nro documento;Femenino;genero;Telefono fijo;Nacionalidad;Mail;Calle y Nro;Localidad;Provincia
Isabela Roma ;Jurado;16/1/1992;DNI;30148219;Femenino;Mujer;(630) 838-5414;argentina;smcnabb@yahoo.com;PAZ GENERAL Nº 2973;OLAVARRIA;BUENOS AIRES
Soraya ;Puig Estrada;17/1/1992;DNI;30148220;Femenino;Mujer;(233) 981-3075;argentina;cantu@outlook.com;AVENIDA VIRGEN DEL VALLE 600;SAN FDO DEL VALLE DE CATAMARCA;CATAMARCA
Nydia ;Ureña Serrano;17/1/1992;DNI;30148221;Femenino;Hombre;(302) 344-8410;argentina;quantaman@me.com;Av. San Juan 3334;Boedo;CAPITAL FEDERAL
Sergio ;Salmerón Carreras;22/1/1992;DNI;30148222;masculino;Hombre;(519) 384-8287;argentina;chance@live.com;Las Heras 1163;Lomas de Zamora;BUENOS AIRES
Asdrubal ;Estevez Solís;27/1/1992;DNI;30148223;Masculino;Mujer;(268) 398-7609;argentina;amichalo@verizon.net;AVENIDA CRISTOBAL COLON 958;MAR DEL PLATA;BUENOS AIRES
Teófilo ;Contreras Téllez;29/1/1992;DNI;30148224;Masculino;Hombre;(990) 738-6040;argentina;donev@outlook.com;LOPEZ ENTRE PLANEZ 96;CONCEPCION;TUCUMAN
Matías ;Agudo Ruiz;30/1/1992;DNI;30148225;Masculino;Mujer;(340) 492-0275;argentina;bdbrown@att.net;AVENIDA GENERAL ACHA 7852;RAWSON;SAN JUAN
Aníbal ;Castelló Sarabia;4/3/1992;DNI;30148226;Masculino;Trans;(988) 961-4637;argentina;rasca@verizon.net;Serrano 1458;Palermo;CAPITAL FEDERAL
Horacio ;Cuéllar Escobar;14/4/1992;DNI;30148227;Masculino;Mujer;(336) 533-6650;argentina;mxiao@icloud.com;Gob. Ugarte 1980;Olivos;BUENOS AIRES
Goyo ;Ríos Guerra;18/4/1992;DNI;30148228;Masculino;Hombre;(840) 981-1117;argentina;bogjobber@msn.com;Saenz 1050;Nueva Pompeya;CAPITAL FEDERAL
Inés ;García Nevado;28/4/1992;DNI;30148229;Femenino;Hombre;(712) 908-2589;argentina;heine@gmail.com;BOULEVARD FULVIO SALVADOR PAGAN 354;ARROYITO;CORDOBA
Miguel ;Villegas Jover;30/4/1992;DNI;30148230;Masculino;Hombre;(811) 819-5474;argentina;goresky@gmail.com;AVENIDA RIVADAVIA 14785;LA RIOJA;LA RIOJA
Cornelio ;Noguera Lluch;1/5/1992;DNI;30148231;Masculino;Mujer;(669) 290-1610;argentina;paulv@sbcglobal.net;Entre Ríos 1192;Monserrat;CAPITAL FEDERAL
Felipe ;Carro Ramis;20/5/1992;DNI;30148232;Masculino;Mujer;(852) 388-3751;argentina;improv@live.com;CASEROS Nº 2459;CASEROS Y JUJUY;CAPITAL FEDERAL
Herminia ;Samper Sureda;22/5/1992;DNI;30148233;Femenino;Mujer;(780) 656-1096;argentina;zilla@sbcglobal.net;Esmeralda 1040;Retiro;CAPITAL FEDERAL
Javiera Bartolomé ;Torrens;15/6/1992;DNI;30148234;Femenino;Trans;(724) 882-6713;argentina;meinkej@hotmail.com;AVENIDA DE LOS INCAS 4801;CAPITAL FEDERAL;CAPITAL FEDERAL
Graciana Cintia ;Iñiguez Heras;24/6/1992;DNI;30148235;Femenino;Mujer;(558) 935-7698;argentina;overbom@aol.com;GRAL. MARTIN MIGUEL DE GUEMES 4 ;SALTA;SALTA
Pepita Laura ;Lladó Franch;12/7/1992;DNI;30148236;Femenino;Mujer;(667) 933-2880;argentina;paulv@verizon.net;Av. Córdoba 1439;Recoleta;CAPITAL FEDERAL
Filomena ;Larrañaga Andra;1/9/1992;DNI;30148237;Femenino;Mujer;(828) 518-2220;argentina;rfisher@hotmail.com;Av. Callao 1289;Recoleta;CAPITAL FEDERAL
Dalila ;Pino Verdú;21/9/1992;DNI;30148238;Femenino;Mujer;(420) 583-7227;argentina;marnanel@icloud.com;Av. Córdoba 2529;Recoleta;CAPITAL FEDERAL
José Luis ;Arévalo;25/9/1992;DNI;30148239;Masculino;Hombre;(878) 237-0878;argentina;qmacro@verizon.net;CALLE 32 120;LA PLATA;BUENOS AIRES
Olivia ;del Grau;27/9/1992;DNI;30148240;Femenino;Mujer;(689) 655-6058;argentina;kevinm@me.com;Nogoyá 3644;Villa Devoto;CAPITAL FEDERAL
Ruy ;Roldan Lara;28/9/1992;DNI;30148241;Femenino;Mujer;(251) 956-4735;argentina;chaki@verizon.net;AVENIDA GRAL MANUEL N SAVIO 1202;RIO TERCERO;CORDOBA
Juan Antonio ;Solana;2/10/1992;DNI;30148242;Masculino;Hombre;(890) 409-6135;argentina;kawasaki@att.net;Saenz 1050;Nueva Pompeya;CAPITAL FEDERAL
Eva María ;de Bertrán;20/10/1992;DNI;30148243;Femenino;Mujer;(622) 751-8803;argentina;tbusch@gmail.com;Av. Del Libertador 13060;Martínez;BUENOS AIRES
Balduino Martin ;Águila;22/10/1992;DNI;30148244;Masculino;Hombre;(998) 710-2563;argentina;frikazoyd@att.net;LARRALDE 2075 ;TIGRE;BUENOS AIRE
Manu ;Céspedes Corominas;24/10/1992;DNI;30148245;masculino;Hombre;(679) 967-9642;argentina;cvrcek@att.net;Av. Raúl Scalabrini Ortíz 1840;Palermo;CAPITAL FEDERAL
Araceli ;Borrell;27/10/1992;DNI;30148246;Femenino;Mujer;(700) 831-5400;argentina;okroeger@gmail.com;ALLE 11;CITY BELL;BUENOS AIRES
Apolonia ;Pareja Real;24/11/1992;DNI;30148247;Femenino;Mujer;(388) 451-5422;argentina;blixem@mac.com;Av. Santa Fe 1377;Retiro;CAPITAL FEDERAL
Marcos ;Alcántara Codina;28/11/1992;DNI;30148248;Masculino;Hombre;(440) 419-1193;argentina;uncle@sbcglobal.net;América 4006;Villa Ballester;BUENOS AIRES
Amanda ;Chamorro;1/12/1992;DNI;30148249;Femenino;Mujer;(674) 307-5065;argentina;jgoerzen@msn.com;AVENIDA LOPE DE VEGA 1502 ;CAPITAL FEDERAL;CAPITAL FEDERAL
Leire ;Bellido Carmona;16/12/1992;DNI;30148250;Femenino;Mujer;(659) 904-0068;argentina;nighthawk@aol.com;AVENIDA LA GLORIA 1813;TUPUNGATO;MENDOZA
Quirino ;Granados Verdugo;19/12/1992;DNI;30148251;Masculino;Hombre;(871) 218-8630;argentina;ccohen@optonline.net;GRAL MARTIN RODRIGUEZ 752;BANFIELD;BUENOS AIRES
Juana ;Valls Ruiz;27/12/1992;DNI;30148252;Femenino;Mujer;(628) 943-0691;argentina;dmath@live.com;FAMATINA 3070 ;ITUZAINGO;BUENOS AIRES
Erasmo ;Crespo Gallego;12/1/1993;DNI;31014752;Masculino;Hombre;(582) 368-1385;argentina;murty@icloud.com;SANTA FE 1694 ;ROSARIO;SANTA FE
Ema ;Saura;18/1/1993;DNI;31014753;Femenino;Mujer;(727) 372-5713;argentina;pplinux@yahoo.com;Av. Caseros 2423;Parque Patricios;CAPITAL FEDERAL
Marisela ;Milla;20/1/1993;DNI;31014754;Femenino;Mujer;(954) 421-2884;argentina;jdray@aol.com;AVENIDA CABILDO 1499 ;CAPITAL FEDERAL;CAPITAL FEDERAL
Sancho ;Arregui Ibañez;25/1/1993;DNI;31014755;Masculino;Hombre;(226) 882-1823;argentina;hutton@live.com;Sucre 4230;Villa Urquiza;BUENOS AIRES
Josué ;Rocha Juan;31/1/1993;DNI;31014756;Masculino;Hombre;(563) 420-8118;argentina;meder@outlook.com;Av. Calchaqui 1000;Quilmes;BUENOS AIRES
Carmelita Antón ;Escalona;11/2/1993;DNI;31014757;Femenino;Mujer;(229) 791-0591;argentina;adillon@yahoo.com;Rosario 85;Caballito;CAPITAL FEDERAL
Marco ;Sanchez Yuste;8/3/1993;DNI;31014758;Masculino;Hombre;(740) 214-9501;argentina;presoff@mac.com;Juan María Gutiérrez 3759;Palermo;CAPITAL FEDERAL
Edelmira ;Mosquera Recio;13/3/1993;DNI;31014759;Femenino;Mujer;(553) 319-8193;argentina;tlinden@mac.com;Esmeralda 823;Retiro;CAPITAL FEDERAL
Andrés Felipe ;Prado Infante;22/3/1993;DNI;31014760;Masculino;Hombre;(223) 934-8344;argentina;chaffar@aol.com;CALLE 32 120;LA PLATA;BUENOS AIRES
Ángeles ;Arévalo Balaguer;24/3/1993;DNI;31014761;Femenino;Mujer;(963) 286-3940;argentina;mugwump@verizon.net;AVENIDA SAN MARTIN GUATEMALA 10;BANDA DEL RIO SALI;TUCUMAN
Fanny ;Cortes Palacios;13/4/1993;DNI;31014762;Femenino;Mujer;(519) 834-6230;argentina;gilmoure@aol.com;Murguiondo 4324;Villa Lugano;CAPITAL FEDERAL
Jose Ignacio ;Armas Ramírez;18/4/1993;DNI;31014763;masculino;Hombre;(559) 237-1566;argentina;ubergeeb@live.com;SENADOR PEREZ 478;SAN SALVADOR DE JUJUY;JUJUY
Manuela ;Benavides Gálvez;2/5/1993;DNI;31014764;Femenino;Mujer;(671) 220-0042;argentina;gknauss@outlook.com;Martiniano Leguizamón 1576;Mataderos;CAPITAL FEDERAL
Felicia ;Novoa Cózar;3/5/1993;DNI;31014765;Femenino;Mujer;(255) 815-9078;argentina;thassine@sbcglobal.net;Fray Justo Sta. María De Oro 2709;Palermo;CAPITAL FEDERAL
Cristóbal ;CabelloPol;7/5/1993;DNI;31014766;Masculino;Hombre;(363) 981-6810;argentina;muadip@gmail.com;ROCA PRESIDENTE GENERAL JULIO ARGENTINO Nº 1008;HURLINGHAM;CAPITAL FEDERAL
Leocadio ;Palomo Palomares;23/5/1993;DNI;31014767;Masculino;Hombre;(602) 659-7572;argentina;torgox@verizon.net;SAN MARTIN Nº 274;CAMPANA;BUENOS AIRES
Amaya; Izquierdo Gonzalo;24/5/1993;DNI;31014768;Femenino;Mujer;(785) 951-2152;argentina;tellis@gmail.com;Av. Del Libertador 14893;Acassuso;BUENOS AIRES
Petrona ;Guardia Céspedes;24/5/1993;DNI;31014769;Femenino;Mujer;(727) 783-4000;argentina;skajan@gmail.com;Av. La Plata 430;Almagro;CAPITAL FEDERAL
Rufina ;Rosselló Sales;11/6/1993;DNI;31014770;Femenino;Mujer;(334) 788-2547;argentina;drezet@msn.com;AVENIDA AV EJERCITO ARGENTINO 6500 ;CORDOBA;CORDOBA
Calixto ;Pinedo Torrijos;5/7/1993;DNI;31014771;Masculino;Hombre;(681) 820-0747;argentina;flakeg@comcast.net;Av. Don Bosco 2680;Villa Luzuriaga;BUENOS AIRES
Abilio ;Cuéllar Rovira;17/7/1993;DNI;31014772;Masculino;Hombre;(719) 881-4363;argentina;rnewman@hotmail.com;AVENIDA PEDRO FERRE 2590;CORRIENTES;CORRIENTES
David ;Ballesteros;22/7/1993;DNI;31014773;masculino;Hombre;(229) 275-5223;argentina;jadavis@icloud.com;CAMPOS INTENDENTE A M Nº 1951;SAN MARTIN;CAPITAL FEDERAL
Conrado ;Torre;10/8/1993;DNI;31014774;Masculino;Hombre;(417) 559-0451;argentina;anicolao@optonline.net;Av. Rivadavia 6074;Caballito;CAPITAL FEDERAL
Ariel ;Martorell Quero;18/8/1993;DNI;31014775;masculino;Hombre;(554) 671-5835;argentina;rasca@icloud.com;Cosme Beccar 437;San Isidro;BUENOS AIRES
Amílcar ;Valera;28/8/1993;DNI;31014776;Femenino;Mujer;(333) 864-8602;argentina;staffelb@comcast.net;AVENIDA INDEPENDENCIA 74;SALTA;SALTA
Claudia ;Clemente Bertrán;30/8/1993;DNI;31014777;Femenino;Mujer;(913) 721-8266;argentina;grolschie@mac.com;Beruti 2951;Recoleta;CAPITAL FEDERAL
Edelmira ;Baeza;1/9/1993;DNI;31014778;Femenino;Mujer;(864) 567-3221;argentina;terjesa@att.net;Ramón Falcón 5547;Villa Luro;CAPITAL FEDERAL
Felix ;Guardia Arenas;7/9/1993;DNI;31014779;masculino;Hombre;(463) 645-5648;argentina;tokuhirom@comcast.net;AVENIDA MAZZANTTI 24;GOYA;CORRIENTES
Ligia ;Linares Isern;13/9/1993;DNI;31014780;Femenino;Mujer;(595) 770-6147;argentina;gamma@sbcglobal.net;AVENIDA BELGRANO 854;SAN MIGUEL DE TUCUMAN;TUCUMAN
Edmundo ;de Marco;28/9/1993;DNI;31014781;Masculino;Hombre;(374) 637-9848;argentina;frosal@msn.com;Av. Belgrano 1160;Monserrat;CAPITAL FEDERAL
Calista ;de Abril;28/9/1993;DNI;31014782;Femenino;Mujer;(975) 594-0844;argentina;cumarana@att.net;BOULEVARD FULVIO SALVADOR PAGAN 354;ARROYITO;CORDOBA
Valeria ;Almansa;29/9/1993;DNI;31014783;Femenino;Mujer;(536) 366-2187;argentina;yruan@icloud.com;CABRERA JUAN Nº 405;CORONEL PRINGLES;BUENOS AIRES
Susana ;Castro Ruiz;8/10/1993;DNI;31014784;Femenino;Mujer;(372) 818-3567;argentina;lahvak@aol.com;Blas Parera 650;Ituzaingó;BUENOS AIRES
Mireia ;Córdoba Pi;21/10/1993;DNI;31014785;Femenino;Mujer;(600) 318-8808;argentina;murdocj@mac.com;MATIAS ZAVALLA N 5874;SAN JUAN;SAN JUAN
Chus ;Larrañaga Hernando;30/10/1993;DNI;31014786;Masculino;Hombre;(518) 447-3410;argentina;conteb@mac.com;AVENIDA PRESIDENTE GRAL J A ROCA 5874;SAN MIGUEL DE TUCUMAN;TUCUMAN
Adelardo ;ChicoCuesta;1/11/1993;DNI;31014787;Masculino;Hombre;(272) 549-4608;argentina;niknejad@me.com;AVENIDA DR RICARDO BALBIN 4491 ;CAPITAL FEDERAL;CAPITAL FEDERAL
Guiomar ;Jáuregui Ochoa;24/11/1993;DNI;31014788;Masculino;Hombre;(252) 913-1668;argentina;library@yahoo.com;Las Heras 3315;Recoleta;CAPITAL FEDERAL
Lucía Manola ;Briones Jove;28/11/1993;DNI;31014789;Femenino;Mujer;(651) 742-1141;argentina;sassen@aol.com;AVENIDA FONDO DE LA LEGUA 2127 ;VILLA ADELINA;BUENOS AIRES
Román ;Villa Marqués;24/12/1993;DNI;31014790;Masculino;Hombre;(664) 297-3908;argentina;cosimo@live.com;Juan María Gutiérrez 3759;Palermo;CAPITAL FEDERAL
Martirio Reina ;Malo Alonso;25/12/1993;DNI;31014791;Masculino;Hombre;(726) 607-0923;argentina;chrwin@live.com;Oliden 450;Lomas de Zamora;BUENOS AIRES
Renato ;Machado Pla;30/12/1993;DNI;31014792;Masculino;Hombre;(499) 251-4292;argentina;mailarc@verizon.net;Av. Segurola 2344;Monte Castro;BUENOS AIRES
Leocadio ;Escalona;6/1/1994;DNI;31014793;masculino;Hombre;(572) 498-8666;argentina;kaiser@comcast.net;AVENIDA SARMIENTO 1798;RESISTENCIA;CHACO
Vasco ;Tamayo Barrio;7/1/1994;DNI;31014794;masculino;Hombre;(479) 389-7125;argentina;anicolao@aol.com;AV INDEPENDENCIA 4231;VILLA GARCIA;CORRIENTES
Sandra ;Leiva Planas;15/1/1994;DNI;31014795;Femenino;Trans;(454) 614-0576;argentina;willg@yahoo.com;Av. Raúl Scalabrini Ortíz 3128;Palermo;CAPITAL FEDERAL
Ciríaco ;del Ruano;16/1/1994;DNI;31014796;Masculino;Hombre;(744) 403-9916;argentina;bmidd@aol.com;Humboldt 1982;Palermo;CAPITAL FEDERAL
Bienvenida ;Pulido Cózar;21/1/1994;DNI;31014797;Femenino;Mujer;(932) 307-3409;argentina;improv@me.com;CALLE 9;PILAR;BUENOS AIRES
Amaya ;Valderrama Gomis;25/1/1994;DNI;31014798;Masculino;Hombre;(760) 748-7416;argentina;roamer@sbcglobal.net;LOPEZ ENTRE PLANEZ Y MATIENZO;CONCEPCION;TUCUMAN
Vicente Egea ;Sanchez;10/3/1994;DNI;31014799;Masculino;Hombre;(460) 682-5923;argentina;dmath@live.com;Av. Pdte. J. D. Perón 7055;Martín Coronado;BUENOS AIRES
Montserrat ;Armas Salamanca;11/3/1994;DNI;31014800;Femenino;Mujer;(878) 213-7548;argentina;podmaster@yahoo.com;Viamonte 351;San Nicolás;BUENOS AIRES
Jacinta ;Montenegro Garcés;13/3/1994;DNI;31014801;Femenino;Mujer;(969) 383-4277;argentina;yangyan@yahoo.ca;AVENIDA GRAL MANUEL N SAVIO 2200;RIO TERCERO;CORDOBA
Ximena Jurado;Mata;9/4/1994;DNI;31014802;Femenino;Mujer;(295) 508-7243;argentina;tlinden@live.com;CALLE 1 85;AÑELO;NEUQUEN
Guiomar ;Ferrera;17/4/1994;DNI;31014803;masculino;Hombre;(412) 374-4809;argentina;kevinm@live.com;GRAL MANUEL BELGRANO 621;SAN JOSE DE FELICIANO;ENTRE RIOS
Cándido ;Beltrán Pino;3/5/1994;DNI;31014804;Masculino;Hombre;(887) 277-6652;argentina;credmond@hotmail.com;AVENIDA MAZZANTTI 24;GOYA;CORRIENTES
Lina ;Porcel Bustamante;20/6/1994;DNI;31014805;Femenino;Mujer;(301) 446-4931;argentina;bogjobber@outlook.com;AVENIDA CASSEY 10 ;CORONEL SUAREZ;BUENOS AIRES
Gabino ;Aranda Godoy;13/7/1994;DNI;31014806;masculino;Hombre;(998) 487-9102;argentina;atmarks@aol.com;BELGRANO GENERAL MANUEL Nº 252;MORON;CAPITAL FEDERAL
José María Jacobo ;Ojeda Montesinos;22/7/1994;DNI;31014807;Masculino;Hombre;(532) 766-7644;argentina;sekiya@live.com;AV INDEPENDENCIA 4231;VILLA GARCIA;CORRIENTES
Darío Severino ;Falcón Rodríguez;17/8/1994;DNI;31014808;masculino;Hombre;(384) 619-1581;argentina;kayvonf@sbcglobal.net;GENERAL PINTO Nº 623;TANDIL;BUENOS AIRES
Rufino ;Mascaró;11/9/1994;DNI;31014809;Masculino;Hombre;(695) 531-1875;argentina;joglo@optonline.net;Av. 520 2650;La Plata;BUENOS AIRES
Adriana Gilabert ;Bravo;13/9/1994;DNI;31014810;Femenino;Mujer;(209) 900-1460;argentina;oechslin@mac.com;Concejal Tribulato 1279;San Miguel;BUENOS AIRES
Teodora ;Jerez Tormo;22/9/1994;DNI;31014811;Femenino;Mujer;(433) 213-5953;argentina;kludge@comcast.net;Salvador Maria Del Carril 3210;Villa Pueyrredon;CAPITAL FEDERAL
Bibiana ;Azcona;27/9/1994;DNI;31014812;Femenino;Mujer;(985) 919-4960;argentina;alias@comcast.net;LA PLATA Nº 1125;ING. MASCHWITZ;BUENOS AIRES
Petrona ;Palau Soto;24/10/1994;DNI;31014813;Femenino;Mujer;(833) 823-6470;argentina;cisugrad@icloud.com;Bartolomé Mitre 264;San Nicolás de los Arroyos;BUENOS AIRES
Rafa ;Camino Perelló;28/10/1994;DNI;31014814;Masculino;Hombre;(551) 404-1539;argentina;british@comcast.net;Alvear 2446;Villa Ballester;BUENOS AIRES
Itziar ;de Castellanos;29/10/1994;DNI;31014815;Femenino;Mujer;(247) 995-5965;argentina;dpitts@yahoo.ca;Av. Gral. José De San Martín 554;Florencio Varela;BUENOS AIRES
Amparo ;del Ayuso;12/11/1994;DNI;31014816;Femenino;Mujer;(622) 524-5931;argentina;dalamb@msn.com;Av. Vergara 4121;Hurlingham;BUENOS AIRES
Marcela ;Saura;17/12/1994;DNI;31014817;Femenino;Mujer;(758) 602-4935;argentina;scottzed@gmail.com;DR VELEZ SARSFIELD  7589;LA RIOJA;LA RIOJA
Aurelio ;Ferreras Granados;2/1/1995;DNI;31014818;Masculino;Hombre;(944) 439-2624;argentina;odlyzko@outlook.com;AVENIDA GRAL JOSE MARIA PAZ 84;SANTA FE;SANTA FE
Catalina ;Méndez;7/1/1995;DNI;31014819;Femenino;Mujer;(687) 734-3575;argentina;johnh@yahoo.ca;Billinghurst 1380;Recoleta;CAPITAL FEDERAL
Carmen ;Alemany Bertrán;13/1/1995;DNI;31014820;Femenino;Mujer;(819) 268-2557;argentina;papathan@att.net;SANTA FE 1694 ;ROSARIO;SANTA FE
Susana ;Vizcaíno Nuñez;16/1/1995;DNI;31014821;Femenino;Mujer;(719) 593-5606;argentina;kassiesa@hotmail.com;AVENIDA PRES J D PERON 3245;HAEDO;BUENOS AIRES
Encarnación Alemán;Prats;31/1/1995;DNI;31014822;Femenino;Mujer;(462) 763-2017;argentina;gomor@icloud.com;Ruta Provincial 88 KM 5;Mar Del Plata;BUENOS AIRES
Severiano ;de Morán;31/1/1995;DNI;31014823;Masculino;Hombre;(362) 504-0521;argentina;jguyer@icloud.com;Hidalgo 955;Caballito;CAPITAL FEDERAL
Primitivo Jaén ;Garcés;13/2/1995;DNI;31014824;Masculino;Hombre;(690) 340-6090;argentina;eidac@aol.com;AVENIDA COLON 4272;CORDOBA;CORDOBA
Yago ;Baró Garmendia;28/2/1995;DNI;31014825;masculino;Hombre;(294) 342-2123;argentina;aibrahim@icloud.com;PTE ARTURO HUMBERTO ILLIA 251;NEUQUEN;NEUQUEN
Humberto ;Vila;3/3/1995;DNI;31014826;Masculino;Hombre;(713) 795-1422;argentina;qrczak@verizon.net;Av. Rivadavia 8421;Floresta;CAPITAL FEDERAL
Angélica ;del Ortuño;11/3/1995;DNI;31014827;Femenino;Mujer;(832) 663-7857;argentina;psichel@live.com;Av. Nazca 25;Flores;CAPITAL FEDERAL
Marisela ;Sanmiguel Pedraza;12/3/1995;DNI;31014828;Femenino;Mujer;(800) 687-3027;argentina;marcs@outlook.com;BENAVIDEZ Nº 2680;BENAVIDEZ;CAPITAL FEDERAL
Julio ;Fuster Vigil;16/3/1995;DNI;31014829;Masculino;Hombre;(449) 524-6231;argentina;delpino@aol.com;AVENIDA REPUBLICA DEL LIBANO 8547;RIO CUARTO;CORDOBA
Teófilo ;de Nuñez;29/3/1995;DNI;31014830;Masculino;Hombre;(730) 534-7609;argentina;hampton@outlook.com;Av. Cabildo 2441;Nuñez;CAPITAL FEDERAL
Cristina ;Arranz;5/4/1995;DNI;31014831;Femenino;Mujer;(810) 993-2143;argentina;seurat@icloud.com;Av. San Juan 3900;Boedo;CAPITAL FEDERAL
Mamen ;Ledesma Escribano;7/4/1995;DNI;31014832;masculino;Hombre;(423) 496-3540;argentina;nimaclea@live.com;GENERAL GÜEMES 35;SAN SALVADOR DE JUJUY;JUJUY
Pepito ;Sedano Pou;24/4/1995;DNI;31014833;Masculino;Hombre;(815) 908-2066;argentina;jpflip@aol.com;Santa María De Las Conchas 4500;Rincon de Milberg;BUENOS AIRES
Jose Ramón Nicolás ;Marco;4/5/1995;DNI;31014834;Masculino;Hombre;(640) 477-1369;argentina;chronos@comcast.net;AVENIDA FONDO DE LA LEGUA 2127 ;VILLA ADELINA;BUENOS AIRES
Maximino ;Vigil Morante;5/6/1995;DNI;31014835;masculino;Hombre;(633) 955-6590;argentina;sfoskett@verizon.net;Hipólito Yrigoyen 3254;Balvanera;CAPITAL FEDERAL
Arsenio ;Haro Le;12/7/1995;DNI;31014836;masculino;Hombre;(415) 947-3697;argentina;nweaver@att.net;AVENIDA ESPAÑA 254;VILLA KRAUSE;SAN JUAN
Margarita ;del Coronado;17/7/1995;DNI;31014837;Femenino;Mujer;(901) 850-8259;argentina;hyper@yahoo.ca;Almirante Brown 371;Tigre;BUENOS AIRES
Pacífica; Córdoba;28/7/1995;DNI;31014838;Femenino;Mujer;(861) 766-3153;argentina;formis@yahoo.com;AVENIDA GENERAL JOSE MARIA PAZ 499;CORDOBA;CORDOBA
Simón ;Gaya Vallejo;9/8/1995;DNI;31014839;Masculino;Hombre;(796) 698-2556;argentina;wbarker@sbcglobal.net;AVENIDA ACONQUIJA 1784;YERBA BUENA;TUCUMAN
Nacio Perera ;Lerma;17/8/1995;DNI;31014840;Masculino;Hombre;(591) 540-1501;argentina;hermes@outlook.com;Cosme Beccar 437;San Isidro;BUENOS AIRES
Marianela ;Jover Carballo;19/8/1995;DNI;31014841;Femenino;Mujer;(623) 913-9558;argentina;marioph@mac.com;Av. San Juan 3900;Boedo;CAPITAL FEDERAL
Pastor ;Fuente Arenas;7/9/1995;DNI;31014842;Masculino;Hombre;(252) 212-3211;argentina;mwandel@verizon.net;Av. Elcano 3380;Colegiales;CAPITAL FEDERAL
demetrio ;de Larrañaga;1/10/1995;DNI;31014843;Masculino;Hombre;(516) 973-1052;argentina;mallanmba@comcast.net;CASTELAR Nº 974;GARIN;BUENOS AIRES
Hernando ;Garay;5/10/1995;DNI;31014844;Masculino;Hombre;(556) 265-3355;argentina;martyloo@sbcglobal.net;LA PLATA Nº 1125;ING. MASCHWITZ;BUENOS AIRES
Cleto Benito ;Mendizábal;11/10/1995;DNI;31014845;Masculino;Hombre;(656) 470-6146;argentina;plover@live.com;Av. Maipú 940;Florida;BUENOS AIRES
Matías ;Rincón;17/10/1995;DNI;31014846;Masculino;Hombre;(640) 568-0785;argentina;jpflip@hotmail.com;Urquiza 648;Balvanera;CAPITAL FEDERAL
Sandalio ;Baeza Gran;22/10/1995;DNI;31014847;masculino;Hombre;(971) 288-1186;argentina;elmer@mac.com;Av. Álvarez Jonte 6383;Villa Luro;CAPITAL FEDERAL
Leopoldo ;del Sáez;28/10/1995;DNI;31014848;Masculino;Hombre;(590) 409-5907;argentina;parsimony@live.com;CALLE 9;PILAR;BUENOS AIRES
Damián ;Vicens Cabrera;3/11/1995;DNI;31014849;Masculino;Hombre;(674) 692-6307;argentina;shrapnull@live.com;Cangallo 33;Caballito;CAPITAL FEDERAL
Vicente ;Calleja;11/11/1995;DNI;31014850;masculino;Hombre;(303) 754-3969;argentina;epeeist@gmail.com;AVENIDA LISANDRO DE LA TORRE 87;CIPOLLETTI;RIO NEGRO
Aristides Exposito ;Sánchez;13/11/1995;DNI;31014851;Masculino;Hombre;(332) 433-7473;argentina;overbom@aol.com;AVENIDA GENERAL SAN MARTIN 2298 ;LANUS;BUENOS AIRES
Marcia Tomas;del Ocaña;14/11/1995;DNI;31014852;Femenino;Mujer;(863) 238-8964;argentina;mleary@yahoo.ca;Av. Cabildo 3722;Saavedra;CAPITAL FEDERAL
Calixto ;España Jove;25/11/1995;DNI;31014853;Masculino;Hombre;(625) 448-6097;argentina;rjones@sbcglobal.net;Diego Carman 451;Martínez;BUENOS AIRES
Florencia ;Domitila Castell Mendizábal;5/12/1995;DNI;31014854;Femenino;Mujer;(240) 852-8613;argentina;bester@outlook.com;Nogoyá 3644;Villa Devoto;CAPITAL FEDERAL
Ildefonso ;Guillén Arrieta;9/12/1995;DNI;31014855;Masculino;Hombre;(923) 852-7654;argentina;shawnce@optonline.net;AVENIDA LA GLORIA 1813;TUPUNGATO;MENDOZA
Renata ;del Alberola;13/12/1995;DNI;31014856;Femenino;Mujer;(546) 784-9818;argentina;kiddailey@hotmail.com;Av. Hipólito Yrigoyen 4435;Lanús Oeste;BUENOS AIRES
Nayara ;Casanovas Alarcón;30/12/1995;DNI;31014857;Femenino;Mujer;(845) 455-2297;argentina;scitext@comcast.net;AVENIDA PRES J D PERON 352;LA RIOJA;LA RIOJA
Evangelina ;Barragán Castell;29/1/1996;DNI;32741958;Femenino;Mujer;(357) 352-8928;argentina;crandall@sbcglobal.net;Sarmiento 345;San Nicolás;CAPITAL FEDERAL
Bernardino ;Patiño Aguado;4/2/1996;DNI;32741959;masculino;Hombre;(849) 782-9869;argentina;temmink@optonline.net;15 Nº 4751;BERAZATEGUI;CAPITAL FEDERAL
Adrián ;Fabra Viña;4/3/1996;DNI;32741960;masculino;Hombre;(965) 404-9334;argentina;tokuhirom@msn.com;Talcahuano 841;Retiro;CAPITAL FEDERAL
Delfina ;Donoso;11/4/1996;DNI;32741961;Femenino;Mujer;(722) 742-7576;argentina;lishoy@gmail.com;AYACUCHO 5874;RIO CUARTO;CORDOBA
Alonso ;Díaz Donoso;14/4/1996;DNI;32741962;Masculino;Hombre;(733) 648-0855;argentina;jyoliver@sbcglobal.net;ALSINA Nº 102;SAN ISIDRO;CAPITAL FEDERAL
